IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE
2013,SUNOCO PIPELINE L.P.,30.1458,-94.4014,CRUDE OIL,YES,,LEAK
2013,MARATHON PIPE LINE LLC,29.62333683,-95.05727158,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2013,MARATHON PIPE LINE LLC,29.69373658,-95.03284979,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2013,PHILLIPS 66 PIPELINE LLC,37.188347,-93.783194,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2013,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,45.722409,-94.973972,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,OTHER
2013,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,40.002304,-97.632707,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,LEAK
2013,ENTERPRISE CRUDE PIPELINE LLC,33.83017,-96.445621,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,SUNOCO PIPELINE L.P.,32.61094,-98.7683,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.585479,-74.213579,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,LEAK
2013,SUNOCO PIPELINE L.P.,30.92696,-94.55099,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,"PLAINS PIPELINE, L.P.",41.6877778,-107.98,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,SUNOCO PIPELINE L.P.,30.92773,-94.54854,CRUDE OIL,NO,,LEAK
2013,SUNOCO PIPELINE L.P.,32.56273,-98.7191,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,ENERGY TRANSFER COMPANY,29.8279,-94.9438,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2013,"PLAINS PIPELINE, L.P.",31.96551,-89.24499,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,SUNOCO PIPELINE L.P.,29.9807,-94.06,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2013,PHILLIPS 66 PIPELINE LLC,31.931914,-102.580805,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,EXXONMOBIL PIPELINE CO,29.708617,-95.1625,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,RUPTURE
2013,SUNOCO PIPELINE L.P.,32.70141,-98.84219,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,MARATHON PIPE LINE LLC,38.923554,-88.385636,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,"MAGELLAN AMMONIA PIPELINE, L.P.",42.87907,-94.08965,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,,LEAK
2013,PLANTATION PIPE LINE CO,38.73302,-77.19229,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,,OVERFILL OR OVERFLOW
2013,KINDER MORGAN CO2 CO. LP,32.86057,-100.93178,CO2 (CARBON DIOXIDE),YES,,LEAK
2013,ENBRIDGE PIPELINES (TOLEDO) INC,42.06139,-83.83167,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2013,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.813,-104.061182,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,JAYHAWK PIPELINE LLC,37.6159,-99.1262,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER
2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.585479,-74.213579,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,LEAK
2013,MOBIL CORP,30.03188,-94.06856,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2013,CHEVRON PIPE LINE CO,43.6067,-116.249,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2013,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72536,-95.203354,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2013,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.27904,-99.30399,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,ENTERPRISE CRUDE PIPELINE LLC,34.07083,-97.944108,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,SUNOCO PIPELINE L.P.,32.54948,-98.71181,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,"MAGELLAN PIPELINE COMPANY, LP",38.91689,-95.68922,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2013,MID - VALLEY PIPELINE CO,36.03403,-87.94348,CRUDE OIL,YES,,LEAK
2013,ENTERPRISE CRUDE PIPELINE LLC,34.245072,-97.947953,CRUDE OIL,,,RUPTURE
2013,"MAGELLAN PIPELINE COMPANY, LP",45.89341,-95.3928,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,OTHER
2013,KINDER MORGAN PIPELINES (USA) INC,45.479889,-108.852723,CRUDE OIL,NO,,LEAK
2013,WEST TEXAS GULF PIPELINE CO,32.48128,-94.83778,CRUDE OIL,YES,,OVERFILL OR OVERFLOW
2013,ROSE ROCK MIDSTREAM L.P.,38.09347,-98.58167,CRUDE OIL,YES,,LEAK
2013,"GENESIS PIPELINE USA, L.P.",31.41808,-87.40189,CRUDE OIL,YES,,LEAK
2013,MARATHON PIPE LINE LLC,38.205021,-85.84991,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2013,PHILLIPS 66 PIPELINE LLC,35.726944,-101.354167,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2013,"DELEK LOGISTICS OPERATING, LLC.",33.251978,-92.640564,CRUDE OIL,YES,CARBON STEEL,OTHER
2013,JAYHAWK PIPELINE LLC,38.7919,-99.6332,CRUDE OIL,YES,CARBON STEEL,LEAK
2013,"ROADRUNNER PIPELINE, L.L.C.",33.24455,-102.26934,CRUDE OIL,NO,,LEAK
2013,"MAGELLAN PIPELINE COMPANY, LP",29.792012,-95.282365,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2013,MID - VALLEY PIPELINE CO,32.87476,-91.05339,CRUDE OIL,NO,,OVERFILL OR OVERFLOW
2013,PHILLIPS 66 PIPELINE LLC,35.097214,-119.3917,CRUDE OIL,NO,,OVERFILL OR OVERFLOW
2013,ENTERPRISE CRUDE PIPELINE LLC,35.940158,-96.747808,CRUDE OIL,,,LEAK
2013,MARATHON PIPE LINE LLC,40.513477,-84.953281,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2013,MOBIL CHEMICAL CO,30.066112,-93.820278,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,,LEAK
2013,ENTERPRISE CRUDE PIPELINE LLC,31.531786,-96.185508,CRUDE OIL,,,LEAK
2013,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,32.70298,-92.54888,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,,LEAK
2013,"MAGELLAN PIPELINE COMPANY, LP",41.41355,-93.62581,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2013,"MAGELLAN TERMINALS HOLDINGS, LP",35.94607,-96.74874,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,COLONIAL PIPELINE CO,33.42163,-86.28629,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2013,"SFPP, LP",38.569474,-121.522658,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,LEAK
2013,SUNOCO PIPELINE L.P.,30.94062,-94.40307,CRUDE OIL,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2013,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.95885,-96.75655,CRUDE OIL,NO,,LEAK
2013,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",37.061114,-95.576738,CRUDE OIL,,MATERIAL OTHER THAN CARBON STEEL,LEAK
2013,SUNOCO PIPELINE L.P.,40.3196,-76.0431,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2013,SUNOCO PIPELINE L.P.,33.87367,-100.08678,CRUDE OIL,YES,,LEAK
2013,PLANTATION PIPE LINE CO,33.698451,-85.13932,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,CARBON STEEL,LEAK
2013,"KOCH PIPELINE COMPANY, L.P.",45.143056,-92.999245,CRUDE OIL,NO,CARBON STEEL,LEAK
2013,COLONIAL PIPELINE CO,36.07076,-79.93915,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,PLANTATION PIPE LINE CO,30.54741,-90.16677,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,JAYHAWK PIPELINE LLC,37.045196,-101.854915,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW
2012,MARATHON PIPE LINE LLC,42.131311,-83.22664,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2012,PLANTATION PIPE LINE CO,37.44967,-77.63277,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,OTHER
2012,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.874247,-103.300039,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,MOBIL CHEMICAL CO,30.066112,-93.820278,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,,LEAK
2012,MARATHON PIPE LINE LLC,44.815919,-108.4989,CRUDE OIL,YES,,LEAK
2012,MID - VALLEY PIPELINE CO,32.87476,-91.05339,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,ENBRIDGE ENERGY MARKETING LLC,32.833,-90.845,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,"CCPS TRANSPORTATION, LLC",40.3375,-89.82917,CRUDE OIL,YES,,LEAK
2012,ENTERPRISE PRODUCTS OPERATING LLC,29.718947,-95.059155,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER
2012,SUNOCO PIPELINE L.P.,42.2748,-83.4048,CRUDE OIL,YES,CARBON STEEL,RUPTURE
2012,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.284494,-102.926272,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,MARATHON PIPE LINE LLC,38.377992,-82.605496,CRUDE OIL,YES,,LEAK
2012,EXXONMOBIL REFINING AND SUPPLY COMPANY,30.479042,-91.202633,CRUDE OIL,NO,,LEAK
2012,SUNOCO PIPELINE L.P.,33.86379,-97.95413,CRUDE OIL,NO,,LEAK
2012,"ONEOK NGL PIPELINE, LLC",33.59202,-96.38146,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,RUPTURE
2012,MOBIL  PIPE  LINE COMPANY,30.049461,-94.069686,CRUDE OIL,NO,,OTHER
2012,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",37.05446,-96.18822,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,"MAGELLAN AMMONIA PIPELINE, L.P.",40.97604,-96.4566,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,SUNOCO PIPELINE L.P.,39.8458,-75.4222,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2012,COLONIAL PIPELINE CO,37.66279,-78.2375,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2012,"CCPS TRANSPORTATION, LLC",35.59243,-96.30796,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,RUPTURE
2012,MOBIL CORP,29.9771376,-94.0563685,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,OVERFILL OR OVERFLOW
2012,ENTERPRISE CRUDE PIPELINE LLC,29.712258,-95.880858,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,JAYHAWK PIPELINE LLC,38.338614,-97.676694,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER
2012,"BUCKEYE PARTNERS, LP",40.505602,-74.642893,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,"SHELL PIPELINE CO., L.P.",30.15735228,-93.04560277,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2012,HARBOR PIPELINE CO,40.6084,-74.2222,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2012,ENTERPRISE PRODUCTS OPERATING LLC,32.113857,-101.255144,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,COLONIAL PIPELINE CO,30.909265,-90.871663,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,OVERFILL OR OVERFLOW
2012,ENERGY TRANSFER COMPANY,28.894955,-97.759029,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2012,COLONIAL PIPELINE CO,29.71816,-95.17971,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2012,MOTIVA ENTERPRISE LLC,29.87283,-93.95767,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,"BKEP CRUDE, LLC",36.0191,-96.7569,CRUDE OIL,NO,,LEAK
2012,"MAGELLAN PIPELINE COMPANY, LP",39.15386,-94.62234,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,"BUCKEYE PARTNERS, LP",38.585632,-90.178975,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2012,"PLAINS PIPELINE, L.P.",35.019374,-119.063134,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,EXPLORER PIPELINE CO,30.84377614,-95.49514204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,SUNCOR ENERGY (USA) PIPELINE CO.,42.225925,-104.686441,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,"MAGELLAN PIPELINE COMPANY, LP",41.68411,-91.5701,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,40.621988,-97.549726,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,"PLAINS MARKETING, L.P.",31.01183,-102.01582,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,"PLAINS PIPELINE, L.P.",34.20969,-97.54401,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",41.55556,-87.88528,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,"PLAINS PIPELINE, L.P.",43.2930556,-107.625,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,ENTERPRISE PRODUCTS OPERATING LLC,29.951987,-93.887925,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2012,"PLAINS PIPELINE, L.P.",33.767016,-96.89285,CRUDE OIL,NO,,LEAK
2012,"MAGELLAN PIPELINE COMPANY, LP",32.06432,-96.86338,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,MATERIAL OTHER THAN CARBON STEEL,LEAK
2012,PHILLIPS 66 PIPELINE LLC,30.160197,-93.030086,CRUDE OIL,YES,,LEAK
2012,CENEX PIPELINE LLC,47.0988,-104.759017,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2012,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.24275,-101.25444,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,SUNOCO PIPELINE L.P.,30.28649,-94.50634,CRUDE OIL,YES,,LEAK
2012,"PLAINS PIPELINE, L.P.",32.08014,-103.17604,CRUDE OIL,YES,,LEAK
2012,"KOCH PIPELINE COMPANY, L.P.",29.11242,-98.11987,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,PHILLIPS 66 PIPELINE LLC,47.634874,-117.669642,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,OVERFILL OR OVERFLOW
2012,"MAGELLAN PIPELINE COMPANY, LP",41.684108,-91.570103,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2012,CHEVRON PIPE LINE CO,33.902032,-118.313486,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,EXPLORER PIPELINE CO,36.64234919,-94.9731575,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,OTHER
2012,ENTERPRISE PRODUCTS OPERATING LLC,41.73889472,-90.81978672,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,OTHER
2012,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,40.608272,-74.208518,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2012,EXXONMOBIL PIPELINE CO,28.618056,-92.069167,CRUDE OIL,,CARBON STEEL,LEAK
2012,CALNEV PIPELINE CO,35.276957,-116.021774,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,,LEAK
2012,"BKEP CRUDE, LLC",35.94805,-96.74979,CRUDE OIL,NO,,LEAK
2012,"PLAINS PIPELINE, L.P.",32.23587,-91.62582,CRUDE OIL,YES,,LEAK
2012,KEY PIPELINE LIMITED,42.11445,-104.564875,CRUDE OIL,YES,CARBON STEEL,OTHER
2012,HARVEST PIPELINE COMPANY,28.60758,-97.81663,CRUDE OIL,YES,CARBON STEEL,MECHANICAL PUNCTURE
2012,"ONEOK NGL PIPELINE, LLC",41.644119,-87.892427,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,"MAGELLAN PIPELINE COMPANY, LP",45.89504,-95.39047,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,LEAK
2012,PHILLIPS 66 PIPELINE LLC,38.12745,-96.191081,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72536,-95.203354,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,ENTERPRISE CRUDE PIPELINE LLC,33.138683,-98.122177,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.944728,-96.764824,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,CITGO PIPELINE CO,30.145154,-94.405099,CRUDE OIL,,CARBON STEEL,LEAK
2012,"SHELL PIPELINE CO., L.P.",33.841119,-118.246558,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2012,CHEVRON PIPE LINE CO,37.817,-121.587,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,,LEAK
2012,CHEVRON PIPE LINE CO,40.401,-110.759,CRUDE OIL,YES,CARBON STEEL,OTHER
2012,EXXONMOBIL PIPELINE CO,29.422222,-89.99,CRUDE OIL,YES,CARBON STEEL,MECHANICAL PUNCTURE
2012,EXXONMOBIL PIPELINE CO,30.006667,-90.856111,CRUDE OIL,,,OVERFILL OR OVERFLOW
2012,"SFPP, LP",33.84494,-118.232432,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2012,MUSTANG PIPE LINE PARTNERS,40.51608,-88.31929,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,"MAGELLAN TERMINALS HOLDINGS, LP",35.94109,-96.74697,CRUDE OIL,YES,,OTHER
2012,"ENERGY XXI PIPELINE, LLC",29.96887,-89.25292,CRUDE OIL,NO,,OVERFILL OR OVERFLOW
2012,PHILLIPS 66 PIPELINE LLC,40.136819,-104.509592,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,,LEAK
2012,ENTERPRISE CRUDE PIPELINE LLC,35.939625,-96.747821,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,COLONIAL PIPELINE CO,38.835046,-77.400392,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2012,EXXONMOBIL PIPELINE CO,29.726669,-90.592643,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,COLONIAL PIPELINE CO,35.05097,-85.33488,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2012,SUNOCO PIPELINE L.P.,30.6688,-94.527,CRUDE OIL,NO,,LEAK
2012,BELLE FOURCHE PIPELINE CO,42.222753,-104.694064,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,"PLAINS MARKETING, L.P.",33.86206,-118.22369,CRUDE OIL,NO,CARBON STEEL,LEAK
2012,ENTERPRISE CRUDE PIPELINE LLC,32.089083,-102.138981,CRUDE OIL,NO,,OVERFILL OR OVERFLOW
2012,SUNOCO PIPELINE L.P.,31.77393,-96.40047,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2012,ENTERPRISE CRUDE PIPELINE LLC,29.348547,-94.939136,CRUDE OIL,,,RUPTURE
2012,MARATHON PIPE LINE LLC,39.323679,-87.900338,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2012,"BUCKEYE PARTNERS, LP",41.609953,-87.466475,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,OVERFILL OR OVERFLOW
2012,WEST COAST TERMINAL PIPELINE  (WCTP),33.8000022,-118.233913,CRUDE OIL,YES,CARBON STEEL,LEAK
2012,KINDER MORGAN WINK PIPELINE LP,31.76885,-103.17565,CRUDE OIL,NO,,LEAK
2012,PHILLIPS 66 PIPELINE LLC,35.3599366,-119.6614872,CRUDE OIL,YES,,LEAK
2012,"MAGELLAN PIPELINE COMPANY, LP",29.79449,-95.28034,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,,LEAK
2012,WEST TEXAS GULF PIPELINE CO,32.5327,-100.8309,CRUDE OIL,NO,,LEAK
2012,"PLAINS MARKETING, L.P.",33.90593,-118.42132,CRUDE OIL,NO,,LEAK
2012,"PLAINS PIPELINE, L.P.",32.532,-100.83054,CRUDE OIL,NO,,OVERFILL OR OVERFLOW
2012,ENTERPRISE CRUDE PIPELINE LLC,33.33278,-98.72257,CRUDE OIL,,,LEAK
2012,CITGO PIPELINE CO,30.145154,-94.405099,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER
