,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
1005,2018,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,32.636063,-92.514618,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.59,25.7,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,32.635189,-92.513762,0.99,rooftop,2629,Hwy 822,,,Choudrant,LA,Lincoln Parish,71227,US,Lincoln,27.29
1019,2018,"PLAINS MARKETING, L.P.",30.003623,-90.855824,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.003505,-90.854768,0.99,rooftop,6665,Plains Terminal Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
1031,2018,DCP MIDSTREAM,32.4127,-93.1168,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.01,2.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,32.412342,-93.117925,0.99,rooftop,9890,Hwy 154,,,Quitman,LA,Bienville Parish,71268,US,Bienville,2.01
1041,2018,COLONIAL PIPELINE CO,30.71092529,-91.28375472,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.95,0.0,5.95,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,30.70994,-91.288201,0.95,nearest_street,983,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
1054,2018,"GENESIS PIPELINE USA, L.P.",29.743266,-90.601545,CRUDE OIL,40.0,0.0,40.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,29.740362,-90.601872,0.96,nearest_street,442,Bowie Rd,,,Raceland,LA,Lafourche Parish,70394,US,TIGER/Line® dataset from the US Census Bureau,0.0
1056,2018,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.320183,-91.309208,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,160.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,30.322448,-91.308656,0.96,nearest_street,60801,State Rte 1148,,,Plaquemine,LA,Iberville Parish,70764,US,TIGER/Line® dataset from the US Census Bureau,160.0
1117,2018,"SHELL PIPELINE CO., L.P.",29.156902,-90.175944,CRUDE OIL,2.24,0.0,2.24,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.157557,-90.178477,0.96,nearest_street,110,A O Rappelet Rd,,,Golden Meadow,LA,Lafourche Parish,70357,US,TIGER/Line® dataset from the US Census Bureau,0.0
1133,2018,EXXONMOBIL PIPELINE CO,30.24911,-91.17552,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.4,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.262794,-91.172405,0.9,nearest_street,55178,Pierce Rd,,,Plaquemine,LA,Iberville Parish,70764,US,TIGER/Line® dataset from the US Census Bureau,0.4
1137,2018,ENTERPRISE PRODUCTS OPERATING LLC,29.81855797,-91.53681898,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2416.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.818548,-91.53621,0.98,nearest_street,484,Yokley Rd,,,Franklin,LA,St. Mary Parish,70538,US,TIGER/Line® dataset from the US Census Bureau,2416.0
1154,2018,"SHELL PIPELINE CO., L.P.",29.896608,-92.069501,CRUDE OIL,4.2,0.0,4.2,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.897351,-92.073168,0.95,nearest_street,6009,Aristide Rd,,,Erath,LA,Vermilion Parish,70533,US,TIGER/Line® dataset from the US Census Bureau,0.0
1159,2018,COLONIAL PIPELINE CO,30.90908,-90.87147,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.43,0.0,2.43,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.908756,-90.872154,0.98,nearest_street,7586,Parish Rd 8-137,,,Clinton,LA,East Feliciana Parish,70722,US,TIGER/Line® dataset from the US Census Bureau,0.0
1161,2018,"CRIMSON GULF, LLC",29.26083333,-89.19916666,CRUDE OIL,0.1,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.260833,-89.199167,0.05,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,0.1
1198,2018,"MAGELLAN TERMINALS HOLDINGS, LP",29.66714962,-91.01025244,CRUDE OIL,0.48,0.0,0.48,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,29.667445,-91.011392,0.99,rooftop,682,Geraldine Rd,,,Gibson,LA,Terrebonne Parish,70356,US,Terrebonne,0.0
1261,2018,"SHELL PIPELINE CO., L.P.",30.546051,-91.167781,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.27,0.0,2.27,NO,,NO,,NO,CARBON STEEL,OTHER,,30.545267,-91.166115,0.99,rooftop,2200,Blount Rd,,,Baton Rouge,LA,East Baton Rouge Parish,70807,US,East Baton Rouge Parish,0.0
1266,2018,DCP MIDSTREAM,32.17712,-93.03417,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.52,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,32.181559,-93.03972,0.93,nearest_street,358,Corbett Rd,,,Castor,LA,Bienville Parish,71016,US,TIGER/Line® dataset from the US Census Bureau,4.52
1275,2018,DCP MIDSTREAM,32.17712,-93.03417,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5.18,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,32.181559,-93.03972,0.93,nearest_street,358,Corbett Rd,,,Castor,LA,Bienville Parish,71016,US,TIGER/Line® dataset from the US Census Bureau,5.18
1288,2017,"CRIMSON GULF, LLC",29.24556388,-88.98229444,CRUDE OIL,2.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.245564,-88.982294,0.02,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,2.0
1292,2017,LOOP LLC,29.47,-90.25444,CRUDE OIL,6.67,0.0,6.67,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,29.47,-90.25444,0.13,nearest_place,,,,,Galliano,LA,Lafourche Parish,70354,US,TIGER/Line® dataset from the US Census Bureau,0.0
1296,2017,"SHELL PIPELINE CO., L.P.",30.008065,-90.400803,CRUDE OIL,0.24,0.0,0.24,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.009739,-90.407581,0.94,nearest_street,592,Good Hope St,,,Norco,LA,St. Charles Parish,70079,US,TIGER/Line® dataset from the US Census Bureau,0.0
1326,2017,COLONIAL PIPELINE CO,30.52882946,-91.74686368,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.8,0.0,4.8,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.530817,-91.753277,0.94,nearest_street,498,Todd Ave,,,Krotz Springs,LA,St. Landry Parish,70750,US,TIGER/Line® dataset from the US Census Bureau,0.0
1352,2017,"CRIMSON GULF, LLC",30.01194,-90.86056,CRUDE OIL,52.9,0.0,46.7,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,30.010979,-90.86145,0.99,rooftop,6802,Exxon Rd,,,Saint James,LA,St. James Parish,70086,US,St James,6.199999999999996
1375,2017,"EPL PIPELINE, LLC",28.843,-89.354,CRUDE OIL,3.5,0.0,0.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,28.843,-89.354,0.02,nearest_place,,,,,Venice,LA,,70091,US,TIGER/Line® dataset from the US Census Bureau,3.5
1379,2017,PERMIAN EXPRESS PARTNERS LLC,32.35204,-93.68041,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,32.351661,-93.681141,0.98,nearest_street,11659,Parish Rd 26,,,Shreveport,LA,Caddo Parish,71115,US,TIGER/Line® dataset from the US Census Bureau,0.0
1402,2017,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.4,0.0,2.4,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
1421,2017,COLONIAL PIPELINE CO,30.71092529,-91.28375472,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.70994,-91.288201,0.95,nearest_street,983,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
1438,2017,PHILLIPS 66 PIPELINE LLC,30.239249,-93.290104,CRUDE OIL,6.6,0.0,6.6,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.237163,-93.288533,0.96,nearest_street,3082,US Hwy 90,,,Westlake,LA,Calcasieu Parish,70669,US,TIGER/Line® dataset from the US Census Bureau,0.0
1459,2017,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,12.4,0.0,12.4,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
1462,2017,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,17.3,0.0,16.2,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,1.1000000000000014
1471,2017,HARVEST PIPELINE COMPANY,29.89654,-92.06979,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,29.897351,-92.073168,0.95,nearest_street,6009,Aristide Rd,,,Erath,LA,Vermilion Parish,70533,US,TIGER/Line® dataset from the US Census Bureau,0.0
1476,2017,HARVEST PIPELINE COMPANY,29.32114,-89.78005,CRUDE OIL,0.9,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.32114,-89.78005,0.04,nearest_place,,,,,Empire,LA,Plaquemines Parish,70050,US,TIGER/Line® dataset from the US Census Bureau,0.9
1495,2017,EXXONMOBIL PIPELINE CO,30.173127,-90.787278,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.88,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,30.174097,-90.78772,0.99,rooftop,7009,Hwy 3140th Ext,,,Saint Amant,LA,Ascension Parish,70774,US,Ascension,1.88
1513,2017,"SHELL PIPELINE CO., L.P.",29.928433,-91.9924,CRUDE OIL,0.55,0.0,0.55,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.928826,-91.98848,0.95,nearest_street,698,Country Dr,,,Delcambre,LA,Vermilion Parish,70528,US,TIGER/Line® dataset from the US Census Bureau,0.0
1518,2017,CHEVRON PIPE LINE CO,30.042587,-91.048746,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,30.042728,-91.048427,1.0,rooftop,6944,Hwy 1,,,Belle Rose,LA,Assumption Parish,70341,US,Assumption Parish G,0.0
1519,2017,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",32.621697,-91.576467,CRUDE OIL,3.5,0.0,3.5,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,32.618085,-91.579678,0.94,nearest_street,200,State Rte 134,,,Epps,LA,West Carroll Parish,71237,US,TIGER/Line® dataset from the US Census Bureau,0.0
1596,2017,COLONIAL PIPELINE CO,30.169532,-93.336222,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.168977,-93.337187,0.97,nearest_street,1950,Clifton Ridge Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.0
1611,2017,MARATHON PIPE LINE LLC,30.012634,-90.859772,CRUDE OIL,40.0,0.0,40.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.012264,-90.853782,0.94,nearest_street,6598,Department of Energy Rd,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,0.0
1621,2017,"PLAINS MARKETING, L.P.",29.99577,-90.85423,CRUDE OIL,299.0,0.0,299.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.992946,-90.843871,0.92,nearest_street,5399,St James Co-Op St,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,0.0
1626,2017,MARATHON PIPE LINE LLC,30.014097,-90.855537,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,NO,CARBON STEEL,OTHER,,30.012264,-90.853782,0.96,nearest_street,6598,Department of Energy Rd,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,0.0
1635,2017,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,30.83082,-91.95085,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.38,0.0,0.38,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.828013,-91.957551,0.93,nearest_street,607,Parish Rd 4-165,,,Plaucheville,LA,St. Landry Parish,71362,US,TIGER/Line® dataset from the US Census Bureau,0.0
1643,2017,PHILLIPS 66 PIPELINE LLC,29.859893,-90.449469,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,13465.0,0.0,0.0,YES,1.0,YES,1.0,YES,CARBON STEEL,OTHER,,29.859705,-90.446743,0.98,nearest_street,,US 90,,,Des Allemands,LA,St. Charles Parish,70030,US,TIGER/Line® dataset from the US Census Bureau,13465.0
1664,2017,PHILLIPS 66 PIPELINE LLC,30.170449,-93.338372,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,34.0,0.0,34.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.168977,-93.337187,0.96,nearest_street,1950,Clifton Ridge Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.0
1674,2017,"SHELL PIPELINE CO., L.P.",29.1111611,-91.16165278,CRUDE OIL,0.02,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.111161,-91.161653,0.02,nearest_place,,,,,Houma,LA,,70361,US,TIGER/Line® dataset from the US Census Bureau,0.02
1691,2017,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.165526,-93.359306,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,103.0,516.0,0.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,30.168947,-93.363402,0.94,nearest_street,700,E Dave Dugas Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,619.0
1692,2017,"PLAINS MARKETING, L.P.",30.00413,-90.85477,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,30.003505,-90.854768,1.0,rooftop,6665,Plains Terminal Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
1696,2016,EXXONMOBIL PIPELINE CO,30.332597,-91.274491,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,580.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,30.332597,-91.274491,0.23,nearest_place,,,,,Addis,LA,West Baton Rouge Parish,70710,US,TIGER/Line® dataset from the US Census Bureau,580.0
1704,2016,MID - VALLEY PIPELINE CO,32.933,-92.55922,CRUDE OIL,0.12,0.0,0.12,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,32.934939,-92.558169,0.96,nearest_street,2094,State Rte 15,,,Spearsville,LA,Union Parish,71277,US,TIGER/Line® dataset from the US Census Bureau,0.0
1729,2016,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.1,0.0,5.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.09999999999999964
1756,2016,EXXONMOBIL PIPELINE CO,30.484345,-91.203808,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.14,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.48481,-91.202294,0.97,nearest_street,2500,N River Rd,,,Port Allen,LA,West Baton Rouge Parish,70767,US,TIGER/Line® dataset from the US Census Bureau,0.14
1758,2016,HARVEST PIPELINE COMPANY,29.286841,-89.929906,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,29.286841,-89.929906,0.07,nearest_place,,,,,Grand Isle,LA,Jefferson Parish,70358,US,TIGER/Line® dataset from the US Census Bureau,0.0
1782,2016,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,7.9,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,5.9
1785,2016,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.5,0.0,0.12,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,1.38
1822,2016,HARVEST PIPELINE COMPANY,29.3191,-89.8076,CRUDE OIL,160.0,0.0,160.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,29.3191,-89.8076,0.04,nearest_place,,,,,West Pointe a la Hache,LA,Plaquemines Parish,70083,US,TIGER/Line® dataset from the US Census Bureau,0.0
1838,2016,PLANTATION PIPE LINE CO,30.549182,-91.164132,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.69,0.0,0.69,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,30.550382,-91.164455,0.99,rooftop,11602,Hallmark Dr,,,Baton Rouge,LA,East Baton Rouge Parish,70807,US,East Baton Rouge Parish,0.0
1849,2016,COLONIAL PIPELINE CO,30.4446,-92.29089,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.24,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,30.443749,-92.291938,0.97,nearest_street,2140,Britany Hwy,,,Church Point,LA,Acadia Parish,70525,US,TIGER/Line® dataset from the US Census Bureau,0.0
1850,2016,ENTERPRISE PRODUCTS OPERATING LLC,30.17253,-90.78807,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,56.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.173831,-90.788417,0.99,rooftop,7000,Hwy 3140th Ext,,,Saint Amant,LA,Ascension Parish,70774,US,Ascension,56.0
1853,2016,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,450.2,0.0,47.8,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,402.4
1856,2016,"CRIMSON GULF, LLC",29.631459,-91.532241,CRUDE OIL,4.0,0.0,3.5,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,29.631544,-91.532363,1.0,rooftop,5715,Hwy 317,,,Franklin,LA,St. Mary Parish,70538,US,St Mary,0.5
1865,2016,"INTERCONTINENTAL TERMINAL COMPANY, LLC",30.483056,-91.20275,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.18,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.482139,-91.202174,0.97,nearest_street,2410,N River Rd,,,Port Allen,LA,West Baton Rouge Parish,70767,US,TIGER/Line® dataset from the US Census Bureau,0.18
1891,2016,"SHELL PIPELINE CO., L.P.",30.0142962,-91.1162737,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,16.91,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.015356,-91.126072,0.92,nearest_street,1128,Hwy 70,,,Belle Rose,LA,Assumption Parish,70341,US,TIGER/Line® dataset from the US Census Bureau,16.91
1902,2016,EXXONMOBIL PIPELINE CO,30.542863,-91.191888,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,130.0,0.0,121.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,,30.542713,-91.191959,1.0,nearest_street,,US 61,,,Baton Rouge,LA,East Baton Rouge Parish,70807,US,TIGER/Line® dataset from the US Census Bureau,9.0
1944,2016,DIXIE PIPELINE COMPANY LLC,30.30867,-93.01369,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.306359,-93.015847,0.95,nearest_street,24016,Newcomer Rd,,,Iowa,LA,Jefferson Davis Parish,70647,US,TIGER/Line® dataset from the US Census Bureau,0.2
1949,2016,ENTERPRISE PRODUCTS OPERATING LLC,29.916355,-90.322616,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,29.917102,-90.321966,0.99,nearest_street,,US 90,,,Luling,LA,St. Charles Parish,70070,US,TIGER/Line® dataset from the US Census Bureau,0.1
1958,2016,"SHELL PIPELINE CO., L.P.",30.0166509,-90.844778,CRUDE OIL,5.8,0.0,5.8,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.014207,-90.84877,0.95,nearest_street,6169,Department of Energy Rd,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,0.0
1978,2016,"ENLINK PROCESSING SERVICES, LLC",30.056628,-91.13616,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,47.62,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,30.056628,-91.13616,0.13,nearest_place,,,,,Belle Rose,LA,Iberville Parish,70341,US,TIGER/Line® dataset from the US Census Bureau,47.62
1980,2016,DOW PIPELINE CO - CAYUSE,30.318509,-91.2576912,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.7,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.322938,-91.252697,0.93,nearest_street,21018,State Rte 1,,,Plaquemine,LA,Iberville Parish,70764,US,TIGER/Line® dataset from the US Census Bureau,0.7
1988,2016,"PLAINS MARKETING, L.P.",30.0039,-90.8566,CRUDE OIL,123.0,0.0,123.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,30.00574,-90.853178,0.95,nearest_street,6427,Falgoust St,,,Vacherie,LA,St. James Parish,70090,US,TIGER/Line® dataset from the US Census Bureau,0.0
2039,2016,DIXIE PIPELINE COMPANY LLC,30.26667,-93.38114,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4950.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,30.264054,-93.384853,0.95,nearest_street,1863,N Claiborne St,,,Sulphur,LA,Calcasieu Parish,70663,US,TIGER/Line® dataset from the US Census Bureau,4950.0
2048,2016,ENTERPRISE PRODUCTS OPERATING LLC,29.7961139,-90.0150778,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,29.797364,-90.018574,0.95,nearest_street,10677,State Rte 23,,,Belle Chasse,LA,Plaquemines Parish,70037,US,TIGER/Line® dataset from the US Census Bureau,0.1
2075,2016,PLANTATION PIPE LINE CO,30.54775,-91.169104,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.02,0.0,1.02,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK,30.550138,-91.168815,0.96,nearest_street,2377,Marci Ct,,,Baton Rouge,LA,East Baton Rouge Parish,70807,US,TIGER/Line® dataset from the US Census Bureau,0.0
