,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
4123,2011,"BUCKEYE PARTNERS, LP",40.60545,-74.25835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.95,0.0,0.95,NO,,NO,,NO,,LEAK,SEAL OR PACKING,40.605378,-74.258568,1.0,rooftop,830,E Milton Ave,,,Rahway,NJ,Union County,7065,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
4150,2010,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,40.606837,-74.219917,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,27.29,0.0,27.29,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,40.606603,-74.218559,0.99,rooftop,4200,Tremley Pt Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
4169,2010,"BUCKEYE PARTNERS, LP",40.61145,-74.23725,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.78,0.0,3.78,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,40.61222,-74.236812,0.99,rooftop,800,Lower Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
4185,2010,COLONIAL PIPELINE CO,40.57083,-74.25333,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.43,0.0,0.43,NO,,NO,,,,LEAK,CONNECTION FAILURE,40.569158,-74.254049,0.99,nearest_street,,I 95,,,Port Reading,NJ,Middlesex County,7064,US,TIGER/Line® dataset from the US Census Bureau,0.0
4194,2010,"KINDER MORGAN LIQUID TERMINALS, LLC",40.58925,-74.21709,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.0,0.0,2.0,NO,,NO,,YES,,LEAK,OTHER,40.586904,-74.217205,0.96,nearest_street,11,Beverly St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,2.0
4226,2010,HARBOR PIPELINE CO,40.091758,-74.738542,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,40.0918,-74.738438,0.99,nearest_street,331,Mill Ln W,,,Columbus,NJ,Burlington County,8022,US,TIGER/Line® dataset from the US Census Bureau,0.0
4227,2010,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,2.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
4299,2010,"KINDER MORGAN LIQUID TERMINALS, LLC",40.591463,-74.219176,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,7.0,0.0,7.0,NO,,NO,,YES,CARBON STEEL,OTHER,,40.587227,-74.218749,0.95,nearest_street,65,Beverly St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
4362,2010,"BUCKEYE PARTNERS, LP",40.61428,-74.21755,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,40.616082,-74.22074,0.98,nearest_street,,I 95,,,Linden,NJ,Union County,7036,US,TIGER/Line® dataset from the US Census Bureau,0.0
4364,2010,COLONIAL PIPELINE CO,40.57083,-74.25333,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.38,0.0,0.02,NO,,NO,,,,LEAK,CRACK,40.569158,-74.254049,0.99,nearest_street,,I 95,,,Port Reading,NJ,Middlesex County,7064,US,TIGER/Line® dataset from the US Census Bureau,0.36
4377,2010,"BUCKEYE PARTNERS, LP",40.6054,-74.2383,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,0.0,0.71,NO,,NO,,NO,,LEAK,SEAL OR PACKING,40.605797,-74.239371,0.99,rooftop,2650,Marshes Dock Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
4447,2010,"BUCKEYE PARTNERS, LP",40.6086,-74.2399,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.95,0.0,0.95,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,40.609437,-74.240886,0.99,rooftop,1301,Lower Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
