IYEAR,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE
2012,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.514382,-75.532567,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,100,0,26.5,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2012,ROSE ROCK MIDSTREAM L.P.,HOUSTON,TX,37.7958,-96.72309,CRUDE OIL,60,0,58,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,34.1897222,-97.3761111,CRUDE OIL,0.48,0,0.48,NO,,NO,,YES,,LEAK,PINHOLE
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,28.950953,-95.432542,CRUDE OIL,1,0,0.5,NO,,NO,,YES,,LEAK,SEAL OR PACKING
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.145494,-95.674314,CRUDE OIL,8,,7,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,33.17535,-102.23929,CRUDE OIL,20,,20,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,
2012,MID - VALLEY PIPELINE CO,HOUSTON,TX,32.87718,-91.05218,CRUDE OIL,0.19,0,0.19,NO,,NO,,YES,,LEAK,SEAL OR PACKING
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,28.949672,-95.431631,CRUDE OIL,0.25,0,0.25,NO,,NO,,NO,,LEAK,CRACK
2012,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,29.859222,-94.561908,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,,0,NO,,NO,,NO,CARBON STEEL,OTHER,
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,37.93455,-95.243912,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,304,0,213,NO,,NO,,YES,CARBON STEEL,OTHER,
2012,"SHELL PIPELINE CO., L.P.",HOUSTON,TX,30.008992,-90.854975,CRUDE OIL,10,0,10,NO,,NO,,,CARBON STEEL,OTHER,
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,31.7918,-103.13161,CRUDE OIL,15,,15,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2012,OXY USA INC,LONG BEACH,CA,34.00551,-118.14477,CRUDE OIL,0.6,0,0.4,NO,,NO,,YES,,LEAK,PINHOLE
2012,CALNEV PIPELINE CO,HOUSTON,TX,35.276957,-116.021774,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.42,0,0.42,NO,,NO,,,,LEAK,SEAL OR PACKING
2012,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,41.286642,-81.211906,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.02,,0,NO,,NO,,,CARBON STEEL,LEAK,PINHOLE
2012,JAYHAWK PIPELINE LLC,MCPHERSON,KS,37.8048,-96.91755,CRUDE OIL,26,0,16,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2012,"OILTANKING, HOUSTON LP",HOUSTON,TX,29.747769,-95.129993,CRUDE OIL,0,0,0,YES,1,YES,1,NO,CARBON STEEL,OTHER,
2012,ENERGY TRANSFER COMPANY,HOUSTON,TX,31.68154,-102.07528,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2880,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,33.795549,-98.651289,CRUDE OIL,239,,220,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,35.943731,-96.754603,CRUDE OIL,3,0,2,NO,,NO,,NO,,LEAK,PINHOLE
2012,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,46.68889,-92.05972,CRUDE OIL,1.19,0,1.19,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,35.737564,-97.379338,CRUDE OIL,5,0,3,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,31.43275,-102.438656,CRUDE OIL,2.5,0,0,NO,,NO,,YES,,LEAK,CRACK
2012,COLONIAL PIPELINE CO,ALPHARETTA,GA,33.99271,-83.41999,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,14,0,13.21,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2012,CHEVRON PIPE LINE CO,HOUSTON,TX,35.4672,-119.704,CRUDE OIL,9.29,,9.29,NO,,NO,,NO,CARBON STEEL,OTHER,
2012,"MAGELLAN AMMONIA PIPELINE, L.P.",TULSA,OK,43.93146,-94.11098,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.4,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,31.790487,-103.132559,CRUDE OIL,1.5,0,1.5,NO,,NO,,YES,,LEAK,OTHER
2012,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.352903,-74.125619,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,53.18,0,53.18,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2012,COLONIAL PIPELINE CO,ALPHARETTA,GA,29.71871,-95.17964,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0,0.4,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,32.0729,-96.4767,CRUDE OIL,10,0,8,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2012,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,41.395652,-87.97975,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.38,,2.38,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2012,MARATHON PIPE LINE LLC,FINDLAY,OH,44.81602,-108.49913,CRUDE OIL,0.14,0,0.14,NO,,NO,,YES,,LEAK,OTHER
2012,EXPLORER PIPELINE CO,TULSA,OK,35.97916323,-96.00824525,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,7,0,7,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2012,SINCLAIR TRANSPORTATION COMPANY,SALT LAKE CITY,UT,40.40966,-91.83585,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5,0,0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,28.949612,-95.430288,CRUDE OIL,0.1,,0.1,NO,,NO,,NO,CARBON STEEL,OTHER,
2012,"KOCH PIPELINE COMPANY, L.P.",WICHITA,KS,39.5894,-92.38284,CRUDE OIL,3.2,0,2.62,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2012,BRIDGER PIPELINE LLC,CASPER,WY,46.902916,-103.295787,CRUDE OIL,150,,115,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2012,"MAGELLAN TERMINALS HOLDINGS, LP",TULSA,OK,35.92536,-96.74162,CRUDE OIL,0.71,0,0.71,NO,,NO,,,CARBON STEEL,LEAK,PINHOLE
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,32.26812,-101.40486,CRUDE OIL,0.24,0,0.24,NO,,NO,,,,LEAK,SEAL OR PACKING
2012,BP USFO/LOGISTICS,CHICAGO,IL,40.588225,-74.222514,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0,0.48,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,34.32044,-100.24465,CRUDE OIL,20,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,"SHELL PIPELINE CO., L.P.",HOUSTON,TX,30.0064,-90.4013,CRUDE OIL,0.6,0,0.6,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,EXPLORER PIPELINE CO,TULSA,OK,38.35257318,-91.32391233,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,0,0.71,NO,,NO,,YES,,LEAK,SEAL OR PACKING
2012,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",SUGAR LAND,TX,37.579665,-97.085468,CRUDE OIL,0.36,0,0.36,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,30.793919,-88.204914,CRUDE OIL,8,,8,NO,,NO,,NO,CARBON STEEL,OTHER,
2012,ONEOK NGL PIPELINE LP,TULSA,OK,32.40169,-97.593745,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3,5.7,0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2012,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,29.419652,-95.308771,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3,0,0,NO,,NO,,NO,,LEAK,OTHER
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,35.7688889,-97.6930556,CRUDE OIL,15,,15,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2012,EXXONMOBIL PIPELINE CO,SPRING,TX,30.554483,-91.457458,CRUDE OIL,2880,0,2000,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,34.244372,-97.948581,CRUDE OIL,0.5,0,0.2,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.608511,-74.239999,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.17,0,0.17,NO,,NO,,NO,,LEAK,CONNECTION FAILURE
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.145153,-95.67591,CRUDE OIL,3,0,3,NO,,NO,,,,LEAK,PINHOLE
2012,MID - VALLEY PIPELINE CO,HOUSTON,TX,39.03543,-84.69089,CRUDE OIL,0.47,0,0.47,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,CITGO PETROLEUM CORPORATION (TERMINALS),HOUSTON,TX,41.62672,-87.433952,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.72,0,0.36,NO,,NO,,NO,,LEAK,PINHOLE
2012,"BP PIPELINES (ALASKA), INC",ANCHORAGE,AK,70.15120454,-147.0965357,CRUDE OIL,0.28,0,0.28,NO,,NO,,YES,,OTHER,
2012,CONOCOPHILLIPS,HOUSTON,TX,34.972892,-120.444417,CRUDE OIL,5,0,5,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,MOTIVA ENTERPRISE LLC,PORT ARTHUR,TX,29.52107,-93.5745,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.16,0,0.16,NO,,NO,,YES,,LEAK,OTHER
2012,EXXONMOBIL OIL CORP - WEST COAST,SPRING,TX,35.04474,-119.19115,CRUDE OIL,2.7,0,2.7,NO,,NO,,YES,,LEAK,PINHOLE
2012,"KINDER MORGAN LIQUID TERMINALS, LLC",GALENA PARK,TX,40.352903,-74.125619,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,35.26,0,35.26,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2012,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,29.06023333,-95.35065556,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3,0,0,NO,,NO,,YES,,LEAK,OTHER
2012,EXXONMOBIL PIPELINE CO,SPRING,TX,27.83125,-97.51745,CRUDE OIL,0.38,0,0.38,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,37.78977,-96.90047,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0,0.48,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,35.9382,-96.74755,CRUDE OIL,5,,5,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",DALLAS,TX,32.862785,-102.920159,CRUDE OIL,116,,40,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER
2012,EXPLORER PIPELINE CO,TULSA,OK,40.647936,-88.340732,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,41.64,0,41.64,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,45.05919,-93.19544,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0,0.24,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,EXXONMOBIL PIPELINE CO,SPRING,TX,30.492551,-91.187577,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.23,0,0.23,NO,,NO,,NO,,OVERFILL OR OVERFLOW,
2012,EXXONMOBIL PIPELINE CO,SPRING,TX,30.010536,-90.861846,CRUDE OIL,5.5,0,5.5,NO,,NO,,YES,CARBON STEEL,OTHER,
2012,COLONIAL PIPELINE CO,ALPHARETTA,GA,32.02821,-89.10162,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.87,0,0.87,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,ONEOK NGL PIPELINE LP,TULSA,OK,35.34866,-98.09101,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.84,0.24,0,NO,,NO,,NO,,LEAK,CRACK
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,33.80197,-118.23844,CRUDE OIL,4.5,0,4.5,NO,,NO,,NO,,LEAK,OTHER
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,35.953247,-96.758858,CRUDE OIL,600,0,600,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,30.1408,-94.3989,CRUDE OIL,5,0,0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2012,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,47.68889,-95.41222,CRUDE OIL,0.6,0,0.6,NO,,NO,,YES,,LEAK,SEAL OR PACKING
2012,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,29.72536,-95.203354,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0,0.48,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2012,"CCPS TRANSPORTATION, LLC",HOUSTON,TX,39.72708,-92.04994,CRUDE OIL,20,0,20,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2012,KINDER MORGAN CO2 CO. LP,HOUSTON,TX,33.03138,-102.82777,CO2 (CARBON DIOXIDE),15.15,0,0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2012,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.711686,-84.132645,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,,0.1,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.01426,-102.02737,CRUDE OIL,3,0,3,NO,,NO,,YES,,LEAK,PINHOLE
2012,COLONIAL PIPELINE CO,ALPHARETTA,GA,29.974993,-94.05586,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.5,0,2.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2012,WEST SHORE PIPELINE CO,BREINIGSVILLE,PA,41.658008,-88.041942,CRUDE OIL,0.36,0,0.36,NO,,NO,,YES,,LEAK,SEAL OR PACKING
2012,KINDER MORGAN CO2 CO. LP,HOUSTON,TX,33.03138,-102.82027,CO2 (CARBON DIOXIDE),3.88,0,0,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,30.8568,-96.45806,CRUDE OIL,4.5,0,4.5,NO,,NO,,NO,,LEAK,SEAL OR PACKING
2012,OLYMPIC PIPE LINE COMPANY,NAPERVILLE,IL,48.455641,-122.390712,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.97,0,0.97,NO,,NO,,YES,,LEAK,CRACK
2012,OLYMPIC PIPE LINE COMPANY,NAPERVILLE,IL,48.455641,-122.390712,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.96,0,1.96,NO,,NO,,YES,,LEAK,CONNECTION FAILURE
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,33.795549,-98.651289,CRUDE OIL,75,,60,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,31.821442,-94.469056,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,100,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,41.148878,-103.682297,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,222,,222,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,
2012,MARATHON PIPE LINE LLC,FINDLAY,OH,38.79106,-89.08415,CRUDE OIL,1.6,0,1.6,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2012,MARATHON PIPE LINE LLC,FINDLAY,OH,38.82855,-90.08931,CRUDE OIL,0.4,0,0.4,NO,,NO,,YES,,LEAK,CONNECTION FAILURE
2012,WEST TEXAS GULF PIPELINE CO,HOUSTON,TX,31.77654,-96.3958,CRUDE OIL,0.48,0,0,NO,,NO,,NO,,LEAK,CONNECTION FAILURE
2012,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,37.800717,-96.88095,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10,0,10,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2012,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,47.6895,-95.4097,CRUDE OIL,0.24,0,0.24,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,41.95138,-88.27772,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,12,,12,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,45.894167,-95.389444,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.19,0,1.1,NO,,NO,,YES,,LEAK,OTHER
2012,EXPLORER PIPELINE CO,TULSA,OK,38.82204498,-90.07891101,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,11,0,11,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2012,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,47.378551,-94.666629,CRUDE OIL,0.02,0,0.02,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2012,CONOCOPHILLIPS,HOUSTON,TX,33.007092,-102.97538,CRUDE OIL,0.48,0,0.48,NO,,NO,,NO,,OTHER,
2012,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,29.911676,-94.007095,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3,0,1,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2012,"PLAINS PIPELINE, L.P.",HOUSTON,TX,29.274667,-89.952333,CRUDE OIL,204,,189,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,
2012,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,29.73093,-95.20397,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1,0,1,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2012,EXXONMOBIL PIPELINE CO,HOUSTON,TX,45.010556,-108.913889,CRUDE OIL,0.5,0,0.5,NO,,NO,,NO,,LEAK,CONNECTION FAILURE
2012,DIXIE PIPELINE COMPANY LLC,HOUSTON,TX,30.5187,-91.4012,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.3,0,0,NO,,NO,,NO,,LEAK,OTHER
2012,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.523327,-74.256013,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.5,0,0.4,NO,,NO,,NO,CARBON STEEL,OTHER,
2012,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.590763,-74.219353,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,0,0.09,NO,,NO,,NO,,LEAK,CONNECTION FAILURE
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,29.72941,-95.22026,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,0,0.12,NO,,NO,,,,LEAK,OTHER
2012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,WICHITA,KS,40.894805,-85.440504,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,0,0,NO,,NO,,,,OTHER,
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,36.12128,-95.99397,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0,0.24,NO,,NO,,,,LEAK,SEAL OR PACKING
2012,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,41.36417,-96.05833,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.9,0,1.9,NO,,NO,,YES,,LEAK,OTHER
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.759006,-96.147803,CRUDE OIL,1,0,0,NO,,NO,,,,LEAK,PINHOLE
2012,"PLAINS MARKETING, L.P.",HOUSTON,TX,32.01435,-102.01776,CRUDE OIL,3,0,3,NO,,NO,,YES,,LEAK,OTHER
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,29.787,-94.4015,CRUDE OIL,0.5,0,0,NO,,NO,,YES,,LEAK,PINHOLE
2012,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,33.864289,-97.954067,CRUDE OIL,1.5,0,0,NO,,NO,,,,OTHER,
2012,CHEVRON PIPE LINE CO,HOUSTON,TX,29.3736,-89.5514,CRUDE OIL,0.17,0,0.17,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,
2012,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,41.49188,-87.91791,CRUDE OIL,1500,0,255,YES,2,YES,3,YES,CARBON STEEL,OTHER,
2012,CENTURION PIPELINE L.P.,HOUSTON,TX,32.3288,-102.8112,CRUDE OIL,128,,100,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,30.0889,-94.6502,CRUDE OIL,0.12,0,0,NO,,NO,,YES,,LEAK,PINHOLE
2012,MOTIVA ENTERPRISE LLC,PORT ARTHUR ,TX,29.95115,-93.5722,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.16,0,0.16,NO,,NO,,YES,,OTHER,
2012,WEST TEXAS GULF PIPELINE CO,HOUSTON,TX,32.53242,-100.82925,CRUDE OIL,2,0,0,NO,,NO,,NO,,OTHER,
2012,HARVEST PIPELINE COMPANY,HOUSTON,TX,27.8215,-97.395,CRUDE OIL,1300,0,1250,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2012,SUNOCO PIPELINE L.P.,HOUSTON,TX,34.89185,-97.4453,CRUDE OIL,2,0,1.5,NO,,NO,,YES,,LEAK,PINHOLE
2012,CENEX PIPELINE LLC,LAUREL,MT,46.24913,-106.81986,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,183,0,181,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2012,CENEX PIPELINE LLC,LAUREL,MT,47.098889,-104.759167,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.23,0,0.23,NO,,NO,,,,OVERFILL OR OVERFLOW,
2012,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,41.50667,-87.45333,CRUDE OIL,24,0,24,NO,,NO,,YES,CARBON STEEL,OTHER,
